strength	route	pmid	doi	year	title	journal	authors	queries	abstract
弱相关/需人工排除	护士给药错误/近失/用药安全流程	41731318	10.1111/acem.70248	2026	Iatrogenic Medication Errors Among Older Adults Reported to a Poison Center Network.	Academic emergency medicine : official journal of the Society for Academic Emergency Medicine	Gartner HT; Simmons RE; Wan HZ; Moran B; Ali US; Rashid SS	Q5_med_admin_errors_nurses	Iatrogenic medication errors are a preventable source of harm in older adults. Yet their prevalence, types, and outcomes remain poorly characterized. This study aims to describe healthcare-associated iatrogenic medication errors in older adults, including those occurring in the emergency department (ED) and prehospital settings. An Institutional Review Board-approved retrospective cohort study was conducted among patients aged 65 years and older who had an iatrogenic medication exposure reported to a regional poison center network between January 1, 2020, and May 23, 2025. Cases were extracted from the poison center network's electronic health record and manually reviewed for inclusion as healthcare-associated medication errors. Error severity was assessed using the National Poison Data System (NPDS) medical outcome scale and the National Coordinating Council for Medication Error Reporting and Prevention (NCC MERP) index. Clinical effects, implicated medications, and treatment data were collected and analyzed using descriptive statistics. Out of 192 potential cases, 182 met inclusion criteria. Most errors occurred in a healthcare setting (nursing facility 32%, non-critical care unit 14%, or ED 12%) and were managed in an ED (60%, 110). Cardiovascular (32%, 129) agents were most often implicated. Most errors occurred during the administration phase (77%, 138), primarily due to medication given to the wrong patient (24%, 43) or at the wrong dose (20%, 36). More than half of cases were classified as NCC MERP Category E or higher, indicating patient harm. Iatrogenic medication errors in older adults occur across care settings and are most often managed in the ED. While many cause minor harm, a subset results in serious outcomes, with ED-based errors posing higher risk. These findings underscore the need for targeted interventions, particularly during administration and for cardiovascular agents, and provide data to guide strategies and future research to protect this vulnerable population.
中等护理相关	护士给药错误/近失/用药安全流程	40491174	10.1093/ajhp/zxaf116	2025	Optimizing standardized neonatal and infant continuous infusion concentrations based on intravenous infusion pump data.	American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists	Moss AC; Morbitzer KA; Eckel SF	Q5_med_admin_errors_nurses	The study aimed to optimize standardized concentrations for neonatal and infant continuous infusions to enhance patient safety and reduce medication errors. By analyzing actual utilization data and integrating best practice recommendations, a framework for optimal concentrations and syringe sizes was developed. Three focus groups comprising pediatric and neonatal nurses, pharmacists, and physicians were conducted to identify best practices for infusion management. Twelve months of utilization data from Medfusion 4000 Wireless Syringe Infusion Pumps were collected for patients weighing less than 10 kg. Data were filtered based on specific criteria, and concentrations were optimized based on fluid percentage, syringe exchanges, and infusion rates. After applying exclusion criteria, 4,179 administrations were included for analysis. No changes were needed for 8 medications, while modifications were recommended for 9 others. Changes included adjustments to concentrations and syringe sizes to improve infusion practices and reduce errors. For example, furosemide's concentration and syringe size were optimized to accommodate minimum infusion rates and reduce syringe exchanges. The study highlights significant opportunities for optimizing standardized concentrations in neonatal and infant care. While variations may exist across institutions, the methodology provides a foundation for national standardization efforts. Future research should explore broader data integration and advanced technologies to further enhance medication safety.
弱相关/需人工排除	其他	39072009	10.1016/j.rcsop.2024.100474	2024	Polypharmacy and high-alert medications in patients with nasally placed feeding tube on admission and at hospital discharge: Multicenter cross-sectional study.	Exploratory research in clinical and social pharmacy	Gimenes FRE; Freitas JS; Koepp J; Prado PRD; Menezes RM; Leclerc J	Q5_med_admin_errors_nurses	Polypharmacy and the use of high-alert medications in patients with nasally placed feeding tube (NPFT) increase the risks of drug related problems. Characterize drugs prescribed to patients with NPFT and compare the rates of polypharmacy and high-alert medication use at admission and hospital discharge. Multicenter cross-sectional study with 327 participants. Data of patients with NPFT were obtained from the medical records and recorded in an electronic data collection tool. Mean number of drugs, polypharmacy and number of high-alert medications prescribed on admission and at discharge were compared using Wilcoxon or McNemar's tests. Generalized Estimating Equations analyzed the relationship between polypharmacy and high-alert medications according to age and time point. Primary reason for hospital admission, level of consciousness, severity of comorbid diseases and patient care complexity were also assessed. Most patients were male, older people, hospitalized for circulatory system diseases and had at least one comorbidity. On admission, a significant number of patients were alert (59.9%), at high risk for death (43.1%) and high dependent on nursing care (35.4%). Additionally, 92% patients were on polypharmacy on admission, versus 84.7% at hospital discharge (p = 0,0011). The occurrence of polypharmacy was independent of age (p = 0.2377). >17% of all drugs prescribed were high-alert medications, with no statistically significant difference between admission and discharge (p = 0,3957). There was no statistical evidence that the use of high-alert medications increases with age (n = 0,5426). These results support the planning of multidisciplinary qualified actions for patients using NPFT.
强护理前置	护士给药错误/近失/用药安全流程	40890699	10.1186/s12912-025-03799-y	2025	Awareness of reporting practices and barriers to incident reporting among nurses in Mogadishu, Somalia.	BMC nursing	Elmi AH; Hassan RA; Abdi AO; Yusuf FY; HassanIbrahim K; Abdi AA	Q5_med_admin_errors_nurses	BACKGROUND: Ensuring patient safety is a major concern in healthcare, particularly in low-resource contexts. Nurses, as frontline caregivers, play a pivotal role in identifying and reporting clinical incidents. However, underreporting remains a persistent issue. Understanding nurses’ awareness of incident reporting systems and the barriers they face is essential for improving safety outcomes. OBJECTIVE: This study aimed to assess nurses’ awareness of incident reporting practices, explore their self-perceived reporting behaviors, and identify barriers to effective reporting within Somali hospitals. METHODS: A descriptive cross-sectional study was conducted among 300 nurses from public and private hospitals across Somalia. Data were collected using a structured questionnaire adapted from a previously validated instrument. The questionnaire covered socio-demographic characteristics, awareness of incident reporting systems, self-perceived reporting behaviors, and perceived barriers. Descriptive statistics, t-tests, and ANOVA were employed to analyze the data. RESULTS: Awareness of incident reporting systems was notably low; only 12% of nurses confirmed the presence of such systems in their workplace, and just 26% had ever completed an incident report. Critical incidents such as medication errors and breaches of confidentiality were frequently underreported, with over 40% of nurses admitting they had never reported such events. The gap between nurses’ belief in the importance of reporting and their actual practices was significant. Major barriers included fear of disciplinary action, lack of feedback, heavy workloads, and overly complex reporting procedures. Notably, nurses with longer professional experience and those working in accredited hospitals demonstrated significantly higher awareness and reporting behaviors (p < 0.001). CONCLUSION: The study identified substantial deficiencies in nurses’ awareness and incident reporting practices in Somali healthcare facilities. Targeted interventions such as training programs, simplified and anonymous reporting mechanisms, and a non-punitive culture are urgently needed to strengthen the patient safety framework and promote consistent incident reporting.
强护理前置	护士给药错误/近失/用药安全流程	41131601	10.1186/s12912-025-03983-0	2025	Risks posed by nurses' working hours in the intensive care unit: a systematic review.	BMC nursing	Oner B; Cokelek F; Calıskan N; Duygulu S	Q5_med_admin_errors_nurses	Nurses in intensive care units often work long shifts, leading to significant physical and mental strain. This strain can negatively impact their well-being and the quality of care they provide to patients. To evaluate the associations between nurses' working hours in intensive care units and outcomes related to risk identification, nurse well-being, patient safety, and institutional performance. This systematic review was conducted under the methodological guidance of the Joanna Briggs Institute, grounded in a theoretical framework based on the Donabedian Model, and reported in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses 2020 statement. Literature searches were conducted from 2014 to 2024, with the assistance of an expert librarian, across the databases of Scopus, Medline/PubMed, CINAHL, Web of Science, Cochrane Library, and Google Scholar. Peer-reviewed empirical or primary studies, published in English or Turkish, focused on nurses working in adult intensive care units, addressed risks related to working hours, utilized experimental, quasi-experimental, cross-sectional, or longitudinal designs, and regression analysis methods to explore associations and predictive outcomes were included. Publications not in English or Turkish, lack of full-text access, grey literature, studies on official sections of the intensive care units, and studies not focusing on the risks of growth along with the working hours of officials in the intensive care units were excluded. A total of 902 articles were identified, and 16 studies met the inclusion criteria. The analysis suggests that extended working hours in intensive care units pose significant risks, particularly related to sleep disturbances, increased burnout, and medication errors. These risks affect nurses, patients, and institutions alike. The review highlights the importance of addressing the risks associated with long working hours in intensive care units. The primary risks identified include nurse-focused issues such as the development of sleep disturbances and increased burnout, as well as patient-focused risks like medication errors. These risks, along with their frequency and impact, underscore the need for improved scheduling and working conditions to ensure patient safety and nurse well-being. This systematic review was registered with the Open Science Framework proposed by the Joanna Briggs Institute Collaboration on August 10, 2024 and is available at https://doi.org/10.17605/OSF.IO/FTQBK. Healthcare organizations can use these findings as a resource in creating evidence-based programs to create a healthy work environment and ensure patient safety, and to minimize existing risks in institutions.
强护理前置	护士给药错误/近失/用药安全流程	40098795	10.3389/fpubh.2025.1510147	2025	Construction and validation of a presenteeism prediction model for ICU nurses in China.	Frontiers in public health	Wu J; Li Y; Liu X; Fan Y; Dai P; Chen B	Q5_med_admin_errors_nurses	Presenteeism, also known as impaired health productivity, refers to the condition of impaired productivity of an individual due to physiological or mental health problems. ICU, as a place of intensive care for patients with acute and critical illnesses, nurses have long faced the nature of work with high loads, high pressures, and high intensities, which makes them a high prevalence group of presenteeism. Presenteeism not only affects the physical and mental health and work wellbeing of nurses but also reduces the quality of nursing services and affects the life safety of patients, such as increasing the risk of falls during hospitalization, increasing the risk of medication errors, and prolonging the hospitalization time of patients. Therefore, early identification and targeted interventions are crucial to reduce presenteeism among ICU nurses. This study aimed to construct and validate a predictive model for presenteeism among ICU nurses. A cross-sectional study. 1,225 ICU nurses were convened from January to April 2023 from 25 tertiary and secondary hospitals in Sichuan Province, China. ICU nurses were randomly divided into a development set (n = 859) and a validation set (n = 366) according to a 7:3 ratio. Univariate and multifactorial logistic regression analyses were used to determine the influencing factors for presenteeism, and R software was used to construct a column-line graph prediction model. The differentiation and calibration of the predictive model were evaluated by the area under the curve of subjects' work characteristics (ROC) and the Hosmer-Leme-show test, and the clinical decision curve evaluated the clinical validity of the predictive model. The presenteeism rate of ICU nurses in the development set was 76.8%. Multifactorial logistic regression analysis showed that independent factors affecting ICU nurses' presenteeism included income per month, physical health status, job satisfaction, perceived work stress, perceived social support, transformational leadership, and occupational coping self-efficacy. In the development set and validation set, the area under the ROC curve was 0.821 and 0.786, respectively; the sensitivity and specificity were 80.6, 69.8 and 80.9%, 65.1%, respectively; the Hosmer-Lemeshow goodness-of-fit was χ 2 = 8.076 (p = 0.426) and χ 2 = 5.134 (p = 0.743), respectively, and the model had relatively good discrimination and consistency. The clinical decision curve showed that the model had good clinical validity. The predictive model of presenteeism risk for ICU nurses constructed in this study has good predictive ability. The model can effectively identify ICU nurses with high presenteeism and provide a reference basis for developing targeted interventions to reduce presenteeism among ICU nurses.
强护理前置	护士给药错误/近失/用药安全流程	41629942	10.1186/s12912-026-04311-w	2026	The description and causes of medication errors and the factors related to error reporting from the point of view of nursing students at Alborz university of medical sciences, Karaj, Iran.	BMC nursing	Behmaneshpour F; Khoshakhlagh F; Tabatabaei SM	Q5_med_admin_errors_nurses	BACKGROUND: A significant problem in clinical nursing education that has a direct effect on patient safety is medication errors. Due to their restricted clinical experience, gaps in knowledge, and inadequate supervision, nursing students are especially prone to making such mistakes. This study aimed to investigate the prevalent types and causes of medication errors and to explore the barriers to error reporting from the perspective of undergraduate nursing students at Alborz University of Medical Sciences. METHODS: A cross-sectional study was conducted among 230 nursing students from the 3rd to 8th semester during 2023–2024. Data were collected using a 60-item researcher-designed questionnaires that assessed types of errors, contributing factors, and reasons for not reporting. Also, the questions were grouped into three main categories: fear of reporting, management of medication errors, and reporting workflow. Scores for each of the three categories were computed, and the Kruskal-Wallis test and the Mann-Whitney U test were used to compare scores across different participant groups. RESULTS: The most frequent types of errors reported included shortage of trained personnel (81.7%), incorrect administration speed (79.6%), and timing errors (76.5%). Key contributing factors included staff shortage (94.8%), exhaustion due to work-related stress (90.4%), and poor communication (90.4%). Major barriers to error reporting include trainers focusing too much on patient care standards (94.3%), fear of blame or judgment (93.9%), and fear of spreading error information (92.6%). Married students showed significantly lower fear of reporting and workflow scores than single students (p = 0.011 and p < 0.001, respectively). CONCLUSION: Medication errors among nursing students arise from institutional and individual factors. Solutions include educational reforms, clinical simulation training, better instructor oversight, and establishing a non-punitive culture to encourage error reporting. CLINICAL TRIAL NUMBER: Not applicable.
强护理前置	护士给药错误/近失/用药安全流程	41479063	10.1007/978-3-032-03402-1_1	2026	Undergraduate Nursing Students' Attitudes Toward Patient Safety: a Qualitative Study.	Advances in experimental medicine and biology	Kouroutzis I; Apostolidi TP; Tzenetidis V; Malliarou M	Q5_med_admin_errors_nurses	"Undergraduate nursing education is an important starting point for promoting patient safety in the areas of knowledge, attitude, and skills in the preparation of future nurses. Nursing students are considered an integral and necessary component of the health care system. Therefore, exposing them to the concept of patient safety will help new graduates in the workplace to become ambassadors for promoting a culture of safety which will be key to reducing patient mortality and the level of adverse events actions.The purpose of this research is to investigate the attitudes of nursing students towards patient safety. A qualitative study was conducted with audio-recorded, face-to-face, semistructured interviews lasting an average of 15 min.The ""under study"" population consists of students of the Nursing Department of the University of Thessaly and was obtained by convenience sampling.The number of interviews (n = 17) conducted was determined after data saturation was reached. From the responses of the participants, important conclusions about patient safety emerge. The term patient safety mainly refers to the protection of the patient at a physical and psychological level, including falls, medication errors, and other risks. Factors affecting patient safety include staff training, working conditions, and collaboration. Nurse education is highlighted as important in preparing for safe care. Finally, reporting and recording errors are considered vital to improving the quality of care, although many factors such as fear dominate the decision to report errors. Overall, patient safety is a vital aspect of nursing practice and requires professional education, collaboration, and commitment to error reporting."
强护理前置	护士给药错误/近失/用药安全流程	39171483	10.1097/XEB.0000000000000457	2025	Interruption reduction during oral medication rounds among nurses in hematology-oncology wards: a best practice implementation project.	JBI evidence implementation	Siah JW; Cheng CKT; Choy CL; Tho PC; Lang SP	Q5_med_admin_errors_nurses	The aim of the project was to reduce interruptions during oral medication rounds among nurses working in hematology-oncology wards by improving compliance with best practices by 20%. Medication errors can adversely affect patient safety. Hence, understanding the underlying contributors to medication errors is necessary. Nurses are the ones who administer medications to patients; however, in clinical areas, interruptions are prevalent and could contribute to medication errors. It is therefore recommended that interventions be implemented to minimize interruptions. This project was conducted in two hematology-oncology wards from March 2022 to March 2023. Target participants were nurses who served medications in the morning. The project followed an evidence-based audit and feedback methodology using the seven-phase JBI Evidence Implementation Framework. JBI's Practical Application of Clinical Evidence System (PACES) was used to support the audit and feedback process. An interruption reduction bundle consisting of three best practices was implemented. At baseline, only 24% of medications administered occurred without interruption. One month after implementation, there was a 51% improvement in compliance. Six months after implementation, compliance increased to 58%. Nine months post-implementation, the compliance rate remained at 59%. Absolute interruption counts decreased from 47 (baseline), to 27 (1 month post-implementation), to 24 (6 months post-implementation), to 16 (9 months post-implementation). All types of interruptions decreased when comparing the baseline with the latest post-implementation result. The project used evidence-based interventions in a bundle, effectively reducing interruptions during oral medication rounds, and sustaining positive results. http://links.lww.com/IJEBH/A256.
中等护理相关	护士ADR上报/药物警戒认知与行为	42175887	10.12968/bjon.2025.0322	2026	The STEPs educational framework for medicines management: using mnemonics to reduce harm.	British journal of nursing (Mark Allen Publishing)	Grant S; Sutton C	Q5_med_admin_errors_nurses	Evidence suggests that avoidable medication-related harm continues to be an ongoing concern and that educational strategies are needed to standardise and support nurses in developing pharmacovigilance. This article introduces the STEPs framework for medicines management, which uses mnemonics to provide an easy-to-remember, standardised structure for nurses to develop their vigilance in promoting accurate medication administration, preparation, double-checking, and response to medication errors/complications. The authors hope that nurse educators will incorporate the framework into preregistration nursing programmes to promote safe medication administration in the initial stages of a nurse's career.
中等护理相关	其他	40502590	10.1101/2025.06.03.25328744	2025	The Safety Action Feedback and Engagement (SAFE) Loop: Initial Testing and Refinement of a Novel Intervention to Enhance Hospital Incident Reporting and Patient Safety.	medRxiv : the preprint server for health sciences	Seferian E; Berdahl CT; Coleman B; Leang D; Cohen T; Qureshi N	Q5_med_admin_errors_nurses	Voluntary incident reporting has improved safety in many high-risk industries, but several barriers have limited its effectiveness in hospitals. Designed to overcome these barriers, the novel Safety Action Feedback and Engagement (SAFE) Loop: (1) obtains input from nurses about patient safety problems; (2) invites nursing units to select a Target Event to focus on; (3) teaches nurses to write more informative incident reports; (4) prompts nurses to report Target Events for a designated period; (5) standardizes investigative procedures to support mitigation plans; and (6) provides feedback to nurses about contributing factors and mitigation plans. We aimed to refine the SAFE Loop through iterative testing. This study reflected Stage I of behavioral intervention development. At a large U.S. academic hospital, we first conducted proof-of-concept testing on two nursing units. Leveraging these experiences and stakeholder input, we made iterative refinements to intervention design, implementation, and evaluation plans. Finally, we conducted structured pilot testing of the refined intervention on one nursing unit. While SAFE Loop could be applied to any patient safety problem, we focused on medication safety. In initial proof-of-concept testing, implementation was feasible and nurses voiced substantial enthusiasm. Following the refinements, the structured pilot test reaffirmed SAFE Loop feasibility, including selecting a Target Event, training nurses in enhanced reporting methods, conducting investigative interviews, developing mitigation plans with nursing unit leaders, and distributing mitigation plans on the unit. The pilot also demonstrated the feasibility of extracting contributing factors from incident reports and surveying nurses about reporting and safety. Qualitative interviews after the pilot reaffirmed intervention acceptability. Nurses found the SAFE Loop to be a promising strategy for improving patient safety. Testing and refinements to the SAFE Loop laid the groundwork for efficacy testing via an ongoing pragmatic randomized controlled trial. ClinicalTrials.gov Number NCT05381441.
弱相关/需人工排除	护士给药错误/近失/用药安全流程	41710399	10.2147/JMDH.S576298	2026	Digital Transformation and Team-Based Care: Pharmacists in Multidisciplinary Models - A Narrative Review.	Journal of multidisciplinary healthcare	Alshahrani AM; Vasudevan R; Hmlan A; Mohammed Assiri A; Asiri AM; Asiri OAM	Q5_med_admin_errors_nurses	Healthcare systems worldwide are increasingly challenged by the rise in chronic diseases, aging populations, and the growing demand for personalized care. Traditional models, where healthcare professionals operate independently with limited interdisciplinary communication are proving insufficient to meet the complex and interconnected needs of modern patients. This review explores the growing importance of innovative and multidisciplinary approaches in healthcare, with a specific focus on the expanding role of pharmacists and the integration of digital tools. Unlike reviews that examine either multidisciplinary care or digital health in isolation, this review integrates evidence on how pharmacists function as clinical and digital connectors within multidisciplinary care models across diverse health systems. This narrative review synthesized evidence on multidisciplinary care models that integrate pharmacists and digital tools. PubMed, Scopus, and Google Scholar were searched (2015-March 2024) using terms related to multidisciplinary care, pharmacists/clinical pharmacy, and digital health (e.g. EHRs, telehealth, AI, mHealth). English-language peer-reviewed studies describing pharmacist integration in team-based and/or technology-enabled care were included; grey literature and non-peer-reviewed sources were excluded. Across multiple care models, pharmacist integration in multidisciplinary teams was associated with improved chronic disease indicators (eg, better blood pressure or glycaemic control), fewer medication-related problems, including reports of reduced medication errors (eg, ~45% reduction in rural telepharmacy settings), and reduced avoidable hospitalizations/readmissions in transition-of-care settings. Digital innovations such as clinical decision support and telehealth platforms further enhanced coordination and continuity of care, enabling timely medication optimization and follow-up. Case studies from the UK, Canada, Saudi Arabia, Australia, India and South Africa selected LMICs illustrate context-adapted and scalable approaches. When supported by enabling policy frameworks and robust digital infrastructure, multidisciplinary healthcare models offer a powerful solution to many of today's healthcare challenges. Empowering pharmacists, investing in interoperable technologies, and reforming education and reimbursement structures are critical next steps toward resilient, patient-centered healthcare systems.
强护理前置	护士给药错误/近失/用药安全流程	42330553	10.1177/09697330261455496	2026	Exploring ethical dilemmas in pediatric oncology nursing: A qualitative approach.	Nursing ethics	Hajar T; Jallila O; Hind A; Mohammed S; Nadia G	Q5_med_admin_errors_nurses	BackgroundEthical dilemmas in pediatric oncology represent a major challenge for nurses, significantly impacting their well-being and motivation at work.Research aimThe objective of this study was to identify the ethical dilemmas experienced by nurses through a sample recruited from two pediatric cancer treatment units.Research designThis study adopts an interpretative phenomenological qualitative approach based on interviews conducted with nurses working in pediatric oncology.Ethical considerationsThe study adhered to ethical principles. Institutional authorization was obtained prior to data collection, and participants' confidentiality and anonymity were strictly ensured.FindingsThe findings revealed that nurses face ethical dilemmas on a daily basis, structured around four main thematic domains: communication and decision-making, pain and care practices, professional integrity and safety, and systemic and contextual constraints. These dilemmas encompass issues such as truth-telling, treatment refusal, pain management, medication errors, resource allocation, confidentiality, and end-of-life decisions, including treatment futility. These situations have a significant impact on nurses' well-being and on the quality of care provided.Discussion and conclusionOur findings align with international literature, highlighting that poor service management, institutional conflicts, heavy workloads, and unrealistic expectations from some families also contribute to the psychological and moral distress of nurses. This study underscores the need to implement support mechanisms to help nurses navigate ethical dilemmas. Improving healthcare organization, providing continuous training, and ensuring appropriate supervision could reduce moral distress among caregivers and enhance the quality of care for children with cancer.
弱相关/需人工排除	其他	41222602	10.1007/s11096-025-02040-9	2026	Managing emergency department patients with potential medication-related harm: a qualitative study.	International journal of clinical pharmacy	Bullock B; Allen R; Grant G; Hattingh HL	Q5_med_admin_errors_nurses	Medication-related harm (is a challenge globally and contributes to emergency department (ED) presentations. Accurate medication histories are essential to identify whether medication-related harm contributed to an ED presentation. The aim of this study was to explore the perspectives of ED clinicians on prioritising ED patients admitted due to potential medication-related harm. We conducted semi-structured qualitative interviews with purposively selected ED doctors, pharmacists, and nurses from a hospital and health service in Southeast Queensland, which includes both a tertiary and secondary ED. Participants were interviewed face-to-face May-July 2023. Interviews were guided by a piloted interview guide with seven open-ended questions focusing on clinicians' views of medication management and prioritisation in suspected medication-related harm cases. Fifteen clinicians with varying ED experience levels were interviewed: five doctors, five pharmacists, five nurses. Average interview time was 19 min (9-44 min). Thematic analysis of the interview data identified two key themes and six subthemes related to the prioritisation of patients with suspected medication-related harm and the role of ED clinicians in medication management. ED clinicians used varied and inconsistent processes to identify and flag patients who were either admitted with or suffered potential medication-related harm during admission and identified a need for a strategic structured process. The value of ED pharmacists was highlighted by all non-pharmacist participants. Findings indicate that, in the absence of standardised prioritisation processes, ED clinicians rely heavily on individual clinical judgement. This underscores the need for the development of a tool specifically designed for the ED context to guide patient prioritisation.
中等护理相关	护士给药错误/近失/用药安全流程	41630272	10.1097/MD.0000000000047470	2026	Factors related to medication errors in neonatal intensive care in Saudi Arabia: A nationwide survey.	Medicine	Al-Shehri H; AlHarbi AA; Algoraini GS; Aldosari GK; Almasari GM; Aljawad FA	Q5_med_admin_errors_nurses	Neonates are at higher risk of experiencing medication errors. Limited research has thoroughly examined the underlying factors related to these errors from nurses' perspective, who are essential in medication management within Neonatal intensive care unit (NICU)s. The aim of this study was to characterize medication errors in NICU across Saudi Arabia and to categorize the types of errors. This is an online cross-sectional survey study that was conducted in Saudi Arabia between February 2024 and August 2024. The study population consisted of nurses working in the NICU. The questionnaire was designed to assess medication errors in NICU settings. A total of 142 NICU nurses participated in this study. Prescribing errors were the most common, accounting for 36.6% of reported cases, followed by medication preparation errors (24.6%) and dispensing errors (15.5%). Nurses with 1 to 5 years of experience had the highest error rates, particularly in prescribing and preparation. Level 4 NICUs reported higher error rates during these stages. Higher nurse-to-infant ratios was associated with higher medication error rates (P = .042), highlighting the impact of workload on safety. This study underscores the need for targeted interventions, such as improved dosing protocols, training for less experienced nurses, and strategies to optimize nurse-to-infant ratios in NICUs. Future research should evaluate the effectiveness of these interventions in reducing medication errors to enhance neonatal care outcomes in Saudi Arabia and similar settings.
中等护理相关	护士给药错误/近失/用药安全流程	40556766	10.3389/fphar.2025.1590794	2025	Exploring multidimensional determinants of medication error reporting in China: a qualitative study using the theoretical domains framework.	Frontiers in pharmacology	Guo H; Guo Q; Wang X; Liu Y; Wang Z	Q5_med_admin_errors_nurses	Medication errors, defined as preventable events leading to inappropriate medication use or patient harm, remain a critical global healthcare challenge. Despite regulatory mandates in China, underreporting remains systemic. Existing research on healthcare professionals' reporting behaviors has been constrained by reliance on isolated theoretical frameworks, which inadequately address the interplay of individual, organizational, and cultural determinants. The aim of this study is to systematically explore barriers and facilitators affecting medication error reporting among Chinese healthcare professionals, using the Theoretical Domains Framework (TDF), a comprehensive behavioral model synthesizing 14 domains. We conducted semi-structured interviews with 27 nurses, pharmacists, and physicians in Chinese hospitals (July-October 2024). Interviews were guided by the TDF to explore barriers to medication error reporting. Data were analyzed through framework analysis using NVivo 14.0 until thematic saturation was reached. Analysis of semi-structured interviews explored 14 Theoretical Domains Framework (TDF) domains influencing medication error reporting among Chinese healthcare professionals, with 21 barriers and 15 facilitators delineated. Notably, eight domains emerged as predominant barriers: Knowledge, Skills, Beliefs about capabilities, Beliefs about consequences, Memory, attention and decision processes, Environmental context and resources, Social influences, and Emotion. This study highlights the interplay of individual, cultural, and systemic factors shaping medication error reporting in China. The TDF effectively identified context-specific barriers, including knowledge fragmentation, fear of career repercussions, and inefficient reporting systems. To foster a safety culture, interventions must integrate targeted training, simplified reporting mechanisms, and leadership commitment to non-punitive environments. Cross-professional collaboration and policy enforcement are critical to transforming reporting from a fragmented obligation into a sustainable safety practice. These insights offer a roadmap for optimizing error reporting systems in hierarchical healthcare settings globally.
弱相关/需人工排除	护士给药错误/近失/用药安全流程	40727600	10.22037/aaemj.v13i1.2598	2025	Ketamine Infusion as a Single Sedative Agent for Post-Intubation Management of Critically Ill Patients: A Systematic Review and Meta-Analysis.	Archives of academic emergency medicine	Maghraby N; Almulihi QA; Nemeth J; Alghanim MH; Barbic D; Al Rajeh IK	Q5_med_admin_errors_nurses	Combining multiple drugs for intubation raises concerns such as increased side effects, medication errors, nursing workload, and costs. Ketamine, with its anesthetic and analgesic properties, shows promise as a sedative agent for post-intubation care. This study aimed to evaluate the efficacy and safety of ketamine infusion as the sole sedative for critically ill intubated patients. Following PRISMA 2020 guidelines, we conducted a systematic review by searching Ovid MEDLINE, Cochrane Central Register of Controlled Trials, and Google Scholar up to May 10, 2024. We included studies assessing ketamine use for post-intubation sedation in critically ill adults or children. Study quality was assessed using the Newcastle-Ottawa scale, and meta-analysis was performed using a random-effects model. The systematic review included 7 studies, with 4 studies included in the meta-analysis. There was no significant difference in mortality (OR = 1.52; 95% CI: 0.49-4.70, p = 0.46; I2 = 83%) or length of hospital stay (MD = 6.42; 95% CI: -1.42-14.26, p = 0.11; I2 = 84%) between the ketamine only and other groups. The most common adverse events in the ketamine infusion group were atrial fibrillation and agitation. Single-agent ketamine infusion is effective and safe for critically ill intubated patients. No significant differences were found in mortality or hospital stay between ketamine only and other groups. Atrial fibrillation and agitation were the most common adverse effects.
中等护理相关	护士给药错误/近失/用药安全流程	39530568	10.1111/jan.16624	2025	Healthcare and Pharmacy Staffs' Experiences on Medication Management for Migrants-A Qualitative Exploratory Case Study in Primary Health Care.	Journal of advanced nursing	Hultin L; Pöder U; Hedström M; Ekman A; Hjelm K	Q5_med_admin_errors_nurses	To explore what healthcare staff and staff in pharmacies experiences, as challenges, and possibilities in handling and use medications by foreign-born persons or their relatives, and how necessary information is exchanged between different units in the healthcare chain to prevent medication errors. A qualitative explorative single-unit case study in a primary healthcare centre, with connected home care and pharmacies in an immigrant-dense area. Individual semi-structured interviews with 17 respondents, including pharmacists, physicians and registered nurses, were conducted between May and December 2022, in Sweden. Inductive qualitative content analysis was applied. Six categories were identified: limited knowledge about medications, lack of knowledge about the Swedish system for medication prescriptions and pharmacy regulations, insufficient time to develop trusting relations, communication to support medication management, tools for facilitating safe use of medications and problems in exchange of information in the healthcare chain. Good communication is both a challenge and a prerequisite for safe medication management by well-informed patients. To ensure patient safety, it is crucial to establish ways to communicate with patients about their medications, regardless of their language skills. Improving communication within the healthcare chain is essential to prevent medication errors. Understanding the complexity of medication management and preventing medication errors requires staff to communicate effectively with patients at all steps in the healthcare chain to identify their informational and educational needs. This study provides a comprehensive understanding of the importance of communication within the healthcare chain, including prescribing physicians, nurses, pharmacists and patients, to prevent medication errors. COREQ checklist. This study focused on staff at a healthcare centre and two pharmacies.
弱相关/需人工排除	护士给药错误/近失/用药安全流程	39699367	10.1590/0034-7167-2024-0102	2024	Analysis of omission of antimicrobial doses in Intensive Care Units.	Revista brasileira de enfermagem	Machado IR; Henrique DM; Camerini FG; Paula VG; Fassarella CS; Mello LRG	Q5_med_admin_errors_nurses	to analyze the rate of antimicrobial dose omission in intensive care units. cross-sectional study carried out between March 1 and September 30, 2023, in intensive care units of a University Hospital in Rio de Janeiro. the sample consisted of 452 prescriptions and 1467 antimicrobial doses. The dose omission rate was 4.29%. Each antimicrobial prescribed increased the chance of omission by 51%. The strategy of double-checking prescriptions helped prevent 30% of antimicrobial dose omissions (p=0.0001). monitoring the omission of antimicrobial doses can guide nursing actions to improve quality and patient safety, contributing to the prevention of medication errors, antimicrobial stewardship and the fight against antimicrobial resistance.
