relevance	route	pmid	doi	year	pubdate	title	journal	authors	queries	abstract
?????????/????????????????	??????AI	41310693	10.1186/s12912-025-04171-w	2025	2025 Nov 27	Readability, reliability, and quality of nursing care plan texts generated by ChatGPT.	BMC nursing	Gokalp MG; Yucel SC; Cakir Z; Kargi R	Q2_llm_education_patient_simulation	BACKGROUND: Nursing care plans require clinical reasoning, prioritization, and patient-centered decision-making, which distinguishes them from more general AI-generated educational texts. As large language models such as ChatGPT are increasingly used to support nursing education and care planning, it is essential to evaluate the readability, reliability, and quality of the nursing care plans they produce. PURPOSE: This study aims to evaluate the readability, reliability, and quality of nursing care plan texts generated by ChatGPT. METHODS: The study sample consisted of 50 texts generated by ChatGPT (version 4.0) based on selected nursing diagnoses from NANDA 2021–2023. These texts were evaluated using a descriptive criteria form, the DISCERN tool, and readability indices including the Flesch Reading Ease Score (FRES), Simple Measure of Gobbledygook (SMOG), Gunning Fog Index, and Flesch-Kincaid Grade Level (FKGL). RESULTS: The analysis demonstrated that the nursing care plans generated by ChatGPT showed a moderate level of quality and reliability. However, the readability levels were generally higher than what is desirable for clinical and educational use, indicating that the texts may be difficult for some users to understand without adaptation. The findings also suggest that the presence of verifiable references contributes positively to the overall quality and reliability of the generated care plans. CONCLUSION: Evaluating the readability, reliability, and quality of AI-generated nursing care plans is essential for ensuring their safe and meaningful use in nursing education and clinical practice. These findings highlight the importance of guiding and refining AI-supported care planning to better align with professional standards and patient-centered care needs.
?????????/????????????????	?????/?????	41286823	10.1186/s12909-025-08308-y	2025	2025 Nov 24	Comparing AI chatbot simulation and peer role-play for OSCE preparation: a pilot randomized controlled trial.	BMC medical education	Lee HY; Kim J; Choi H; Bae H; Jeong A; Choi S; Kim JH; Kim CE	Q2_llm_education_patient_simulation	Artificial intelligence (AI) is increasingly applied in medical education, but its role in fostering interactive clinical competencies remains underexplored. This pilot study aimed to compare the feasibility and educational impact of an AI chatbot-based simulation with traditional peer role-play (PRP) for Objective Structured Clinical Examination (OSCE) preparation, and to share practical lessons from implementing a novel AI tool in a trial setting. Nineteen final-year Korean medicine students were randomly assigned to either an AI chatbot group (n = 9) or a PRP group (n = 10) after a baseline knowledge test. Both groups underwent a 30-minute physical examination practice session, followed by a one-hour clinical interview training session specific to their group. The AI chatbot group practiced with a GPT-4o/Claude 3.5-based chatbot providing scenario-driven responses and automated feedback, while the PRP group practiced in pairs under tutor supervision. All participants then completed two OSCE stations (dizziness and shoulder pain). Performance was assessed using a structured checklist covering four domains: history taking, physical examination, patient education, and physician-patient interaction. Post-study questionnaires evaluated the learning experience. Although the differences in OSCE scores between the groups did not reach statistical significance, several interesting and complementary trends were observed. For example, the PRP group tended to score higher in history taking (mean 74.4 vs. 66.2 in dizziness scenario; Hedges' g = -0.68, mean 58.6 vs. 54.5 in shoulder pain scenario; Hedges' g = -0.21), while the AI chatbot group showed a tendency towards higher scores in patient education (32.5 vs. 22.2 in dizziness scenario Hedges' g = 0.44, 85.0 vs. 66.7 in shoulder pain scenario; Hedges' g = 0.99). Survey results reflected these following trends. The PRP group valued the authenticity of the interaction and the exam-like environment. In contrast, the AI chatbot group reported higher satisfaction with the autonomy, opportunity for repetitive practice, and structured feedback. In this pilot study, AI chatbot-based training and PRP demonstrated complementary strengths for OSCE preparation. While PRP appears effective for developing performance-based procedural and communication skills in a realistic setting, AI chatbots show potential for fostering clinical reasoning in a self-paced, reflective learning environment. These complementary strengths suggest a blended learning model, combining both methods, may be optimal for holistic clinical skills development. Further research is needed to validate these preliminary findings.
????LLM/???AI + ??/???/?????????	????/????	41229082	10.1002/jdd.70104	2025	2025 Nov 12	Generative Artificial Intelligence-Driven Clinical Case Simulation in Temporomandibular Disorder Education: ChatGPT Versus Real Patients.	Journal of dental education	Rodrigues-Pereira P; Dias-Calças MAP; Moreira Mélo A; Melchior MO; Gaspar Ribeiro L; Pazin-Filho A; Mazzi-Chaves JF; Magri LV	Q2_llm_education_patient_simulation	Temporomandibular disorders (TMDs) and orofacial pain (OFP) demand advanced diagnostic and clinical reasoning skills in dental education. Traditional simulations with real patients face limitations in availability and standardization. Generative artificial intelligence (GAI), such as ChatGPT-3.5, has emerged as a potential tool for clinical training. This blinded, cross-sectional, crossover study involved 30 undergraduate dental students, each completing two simulated cases: one with ChatGPT-3.5 and one with standardized real patients. Cases were developed and validated by TMD/OFP specialists via the Delphi method and incorporated into the AI through structured prompts. Quantitative parameters (such as responses, word count, follow-up questions, reformulations, and diagnostic accuracy) and qualitative aspects (such as empathy, clarity, and relevant information) were analyzed. GAI simulations provided higher information density (231 vs.167 relevant units; p < 0.001) and clearer reasoning flow. Students interacting with real patients asked more follow-up questions (p = 0.004) and required more reformulations (p = 0.011), indicating more adaptive communication. Diagnostic accuracy did not differ significantly (p > 0.05). Relevant information correlated positively with diagnostic accuracy (r = 0.484; p = 0.007), whereas total word count correlated negatively (r = -0.386; p = 0.035). ChatGPT-3.5 matched real patient simulations in diagnostic reasoning for TMD/OFP. Combining GAI's scalability and standardization with real patient variability may optimize clinical competency training.
?????????/????????????????	??????AI	41195369	10.1177/20552076251393284	2025	2025	A national survey on navigating new era in healthcare services in hospitals through artificial intelligence: Awareness and attitudinal trends among nurses.	Digital health	Abuejheisheh AJ; Haddad RH; Alafaghani S; Thawabteh A; Khanafseh M; Sheebat B; Horaini L; Hawareen B	Q2_llm_education_patient_simulation	This nationwide study aimed to assess the attitudes and awareness of artificial intelligence (AI) among nurses in Palestine to develop targeted strategies to support nurses in adapting to AI innovations while ensuring high-quality, patient-centered care. The study was a nationwide quantitative, descriptive cross-sectional survey across seven governmental and private hospitals (N = 2132 nurses; n = 290 respondents) in Palestine between first of April and end of May in 2025. Inclusion: registered nurses employed at one of the seven target hospitals who consented. Exclusion: nurses working in nontarget hospitals, non-nursing health professionals, and nurses not actively on hospital duty. Data were collected via a self-administered questionnaire comprising: (a) sociodemographics and work characteristics; (b) attitudes toward AI measured by the General Attitudes toward Artificial Intelligence Scale (validated; present sample reliability: attitude α = 0.75); and (c) AI awareness (7 dichotomous items; previously validated; present study α = 0.77). The findings showed that slightly more than half of the participants had adopted some form of AI technology (55.5%), with ChatGPT being the most widely used. Despite over half using AI tools, a majority reported limited awareness, underscoring a knowledge gap. Most nurses viewed AI positively, though a substantial portion remained skeptical, reflecting both openness to and hesitation toward its adoption in the profession. There is a need for targeted policies and education to enhance AI awareness and acceptance among nurses. The nursing education curriculum needs to be supplemented with courses on AI using case scenarios and incorporate simulation-based training. There should be increased funding for continuing education programs, and the organizational culture needs to be made supportive of these changes. Policies and education of AI, should emphasize ethical use, patient privacy, and accountability to build trust and reduce fear of AI replacing nurses.
?????????/????????????????	?????/?????	41183323	10.2196/80752	2025	2025 Nov 03	Quality Assessment of Large Language Model-Generated Medical Dialogue for Clinical Vignettes: Evaluation Study.	JMIR formative research	Yanagita Y; Yokokawa D; Ihara S; Yoshida R; Okano Y; Uehara T	Q2_llm_education_patient_simulation	Traditional clinical vignettes, though widely used in medical education, often focus on prototypical presentations; require substantial time and effort to develop; and fail to represent patient diversity, the complexity of clinical conditions, patients' perspectives, and the dynamic nature of physician-patient interactions. This study aimed to evaluate the quality of Japanese-language physician-patient dialogues produced by generative artificial intelligence (AI), focusing on their medical accuracy and overall appropriateness as medical interviews. We created an AI prompt that included a specific clinical history and instructed the model to simulate a cooperative patient responding to the physician's questions to generate a physician-patient dialogue. The target diseases were those covered by the Japanese National Medical Licensing Examination. Each dialogue consisted of 25 turns by the physician and 25 by the patient, reflecting the typical volume of conversation in Japanese outpatient settings. Three internists independently evaluated each generated dialogue using a 7-point Likert scale across 6 criteria: coherence of the conversation, medical accuracy of the patient's responses, medical accuracy of the physician's responses, content of the medical history, communication skills, and professionalism. In addition, a composite score for each dialogue was calculated as the overall mean of these 6 criteria. Each dialogue was also examined for the presence of 5 essential clinical components commonly included in medical interviews: chief concern and clinical course since onset, physical findings, test results, diagnosis, and treatment course. A dialogue was considered to include a component only if all 3 evaluators independently confirmed its presence. The mean composite score was 5.7 (SD 1.0), indicating high overall quality. Mean scores for each criterion were as follows: coherence of the conversation, 5.9 (SD 0.9); medical accuracy of the patient's responses, 6.0 (SD 0.9); medical accuracy of the physician's responses, 5.6 (SD 1.1); content of medical history taking, 5.9 (SD 0.9); communication skills, 5.6 (SD 0.9); and professionalism, 5.5 (SD 1.1). Among the 5 clinical components assessed in each dialogue across 47 clinical cases, chief concern and clinical course were included in all 47 (100%) cases, physical findings in 15 (32%) cases, test results in 27 (57%) cases, diagnosis in 45 (96%) cases, and treatment course in 0 (0%) cases. While physician oversight remains essential, it is feasible to efficiently create AI-generated educational materials for medical education that overcome the limitations of traditional clinical vignettes. This approach may reduce time and financial burdens, enhancing opportunities to practice clinical interviewing in settings that closely mirror real-world encounters.
???/???????????	??????AI	40976355	10.1016/j.jaip.2025.09.012	2025	2025 Nov	Preparing Allergists to Practice in 2050 Using Artificial Intelligence.	The journal of allergy and clinical immunology. In practice	Khoury P; Oppenheimer J; Bunyavanich S; Ciaccio CE; Portnoy J	Q2_llm_education_patient_simulation	As artificial intelligence (AI) becomes deeply embedded in clinical practice, the field of allergy and immunology is poised for transformation by 2050. Artificial intelligence is expected to evolve from a decision support tool to a collaborative partner in diagnostics, treatment personalization, and medical education. Allergy training programs will need to prepare fellows for a technologically advanced landscape by integrating AI literacy, data science, and virtual simulation into curricula. Fellowship programs will need to adopt adaptive learning platforms, high-fidelity simulations, and AI-powered clinical decision support to improve diagnostic acumen, procedural competency, and patient care. This evolution also demands attention to the ethical and legal challenges of AI implementation, including preserving patient autonomy, addressing algorithmic bias, and safeguarding data privacy. Fellows must develop skills to evaluate AI outputs critically and uphold transparent, human-centered care. Artificial intelligence will probably also reshape research practices through predictive analytics, digital twins, and automated trial matching, accelerating discovery in allergic and immunologic disease. Despite these advances, limitations such as the black box problem, lack of emotional intelligence, and misinformed patient self-diagnoses pose challenges. Clinicians will require new communication strategies, including brief cognitive behavioral interventions, to address AI-derived misconceptions and maintain trust. Rather than replacing allergists, AI is likely to expand their roles, freeing time for patient interaction while reinforcing their responsibility as interpreters, educators, and ethical stewards of digital tools. This review explores how graduate medical education and clinical practice in allergy and immunology must evolve to ensure that future allergists remain competent, compassionate, and technologically fluent in a dynamic AI-enhanced health care environment.
?????????/????????????????	??????AI	40924308	10.1007/s10439-025-03832-w	2025	2025 Nov	ChatGPT in Nursing: Applications, Advantages, and Challenges in Education, Research, and Clinical Practice.	Annals of biomedical engineering	Gerçek A; Çiftci N; Durmuş M; Sarman A; Taşcı Ö; Yıldız M	Q2_llm_education_patient_simulation	The incorporation of AI-supported language models into the healthcare sector holds significant potential to revolutionize nursing education, research, and clinical practice. Within this framework, ChatGPT has emerged as a valuable tool for personalizing educational materials, enhancing academic productivity, expediting clinical decision-making processes, and optimizing research efficiency. In the realm of nursing education, ChatGPT offers numerous advantages, including the preparation of course content, facilitation of student assessments, and the development of simulation-based learning environments. Furthermore, it enhances pedagogical effectiveness through its ability to engage with students in real time and provide tailored learning experiences. In research processes, it supports researchers in tasks such as literature review, data analysis, and preparation of ethical documents; it also facilitates labor-intensive processes such as thematic coding, especially in qualitative analysis. In clinical applications, it can be used to prepare patient information materials, create care plans, and strengthen nurse-patient communication. However, ChatGPT has limitations, such as information reliability, ethical appropriateness, lack of empathy, and the risk of users developing over-reliance. Therefore, a careful, critical, and ethical approach should be adopted for the integration of ChatGPT into the nursing discipline. In conclusion, ChatGPT offers significant opportunities to enhance nursing education, research, and practice, yet it should not substitute for professional judgment or human compassion. Its application must be steered by ethical standards and a critical mindset. Incorporating AI literacy into nursing curricula and establishing clear guidelines for its use can ensure its effective and responsible implementation while maintaining the profession's humanistic essence.
?????????/????????????????	?????/?????	41287703	10.7759/cureus.95253	2025	2025 Oct	ChatGPT's Performance on the Orthopaedic In-Training Examination (OITE): No Better Than a PGY3 Resident?	Cureus	Goswami K; Zhao N; Ayodele TA; Krueger CA; Purtill J; Vaccaro A; Beredjiklian PK	Q2_llm_education_patient_simulation	Background Orthopaedic In-Training Examination (OITE) performance is an important metric for assessing resident knowledge and directing education. ChatGPT (OpenAI, San Francisco, California, United States) is a novel artificial intelligence (AI) large language model (LLM) with the ability to emulate human conversation and provide access to large pools of knowledge. Recent reports using ChatGPT have achieved a passing performance on medical licensing (United States Medical Licensing Examination (USMLE)) and legal examinations. Whether ChatGPT can successfully complete the OITE and be used as a didactic component in the education of residents remains unknown. This study was thus conceived to compare ChatGPT OITE performance versus local and national resident performance over the last five years. Purpose As ChatGPT and other LLMs grow in popularity, they are more commonly used by orthopaedic trainees to aid information acquisition and didactic learning. This study was conducted to elucidate the accuracy with which LLMs can answer questions on the OITE, a standardized knowledge and decision-making exam that acts as a benchmark for all orthopaedic trainees. This will help evaluate the current utility of this technology to orthopaedic trainees as a didactic tool throughout training. Patients and methods ChatGPT was provided 200 (10 sets of 20) randomly chosen questions from OITE years 2018 to 2022. All images without direct links present in the selected OITE questions were uploaded to an image hosting service, and links were provided alongside the corresponding question text when entered into ChatGPT. The primary outcome of interest was the percentage of correct responses. ChatGPT's performance was compared against institutional resident averages, as well as national orthopaedic resident averages, for each PGY class. Statistical synthesis comprised the one-sample Wilcoxon test and the Kruskal-Wallis test with the Dunn-Sidak correction. Results ChatGPT underperformed all PGY year national averages of allopathic/Accreditation Council for Graduate Medical Education (ACGME)-accredited orthopaedic surgery residents (p<0.01). Local institution PGY3 (p=0.0444), PGY4 (p=0.0045), and PGY5 (p=0.0004) resident classes also performed significantly better on the OITE. ChatGPT performed best on the 2021 exam (47.3%) and worst on the 2020 exam (35.3%). Overall ChatGPT performance for all five years was not significantly different (p>0.05). Conclusions ChatGPT scored lower but statistically equivalent to PGY1-2 orthopaedic surgery residents at our institution, although performance was lower than national PGY1-5 resident averages on the 2018-2022 OITEs. This performance is likely to improve in future iterations of ChatGPT as this remains a text-based language tool, not yet validated for image interpretation. Future generative language applications of ChatGPT are broad-ranging for continuing education and the assessment of residents-in-training. Clinical relevance As ChatGPT continues to gain popularity, it will inevitably be used by orthopaedic trainees in preparation for the OITE and future board examinations. To our knowledge, this study is the first of its kind to evaluate ChatGPT's performance on the annual OITE, providing insight into its current accuracy and limitations. These findings help clarify its potential role as an adjunctive tool in resident education and future orthopaedic training.
???/???????????	?????/?????	41113761	10.1177/29941520251369450	2025	2025 Sep	Expert Consensus Best Practices for the Safe, Ethical, and Effective Design and Implementation of Artificially Intelligent Conversational Agent (i.e., Chatbot/Virtual Human) Systems in Health Care Applications.	Journal of medical extended reality	Rizzo A; Mozgai S; Sigaras A; Rubin JE; Jotwani R	Q2_llm_education_patient_simulation	"The integration of artificially intelligent conversational agents (AICAs), variously referred to as chatbots and virtual humans (VHs), is transforming health care delivery and education. This article explores our perspective on best practices for the evolution, potential, and ethical considerations of AICAs in clinical and educational contexts. Early applications of simulation technology in health care focused on productivity improvements, teletherapy, and virtual reality therapy applications. Recent technological advancements have enabled the development of high-fidelity extended reality systems and AICAs capable of engaging users in credible interactions. These systems leverage natural language processing, machine learning, large language models, and advanced VH authoring software to create interactive, personalized, and engaging experiences. Recent efforts in the creation of AICAs suggest significant potential benefits, including enhanced patient engagement, improved access to self-care resources, and low-stigma interaction environments. They have demonstrated promise in mental health support, providing a sense of safety and encouraging open disclosure. However, the rapid adoption of AICAs raises critical challenges, including safeguarding user privacy, ensuring system reliability, and addressing ethical concerns. Incidents of harm, such as inappropriate interactions and psychological distress, highlight the need for rigorous design and implementation best practices. This article outlines key principles for developing safe, effective, and equitable AICAs, emphasizing transparency in artificial intelligence (AI) identity, accountability, cultural sensitivity, and informed consent. Additionally, the authors advocate for robust privacy measures, adaptive learning capabilities, and evidence-based content validation to optimize user experience and maintain trust. To mitigate risks, a ""human-in-the-loop"" approach is recommended, ensuring health care professionals oversee AI-supported decisions. By adhering to these best practices, AICAs can enhance health care accessibility, support clinical training, and complement human professionals. This work aims to provide a foundation for the ethical and effective integration of AICAs, maximizing their potential while minimizing risks, ultimately advancing patient care and education in the digital age."
?????????/????????????????	?????/?????	41112920	10.1007/s40670-025-02394-9	2025	2025 Aug	Exploration of the Role of ChatGPT in Teaching Communication Skills for Medical Students: A Pilot Study.	Medical science educator	Chiu J; Castro B; Ballard I; Nelson K; Zarutskie P; Olaiya OK; Song D; Zhao Y	Q2_llm_education_patient_simulation	Effective patient-centered communication, particularly the skills of breaking bad news (BBN), is crucial for successful doctor-patient relationships and requires specialized training. This study evaluates the impact of Chatbot Generative Pre-Trained Transformer (ChatGPT) on BBN training for medical students. We found significant increase in medical students' confidence in their BBN ability (3 vs. 4.17, p = 0.002) and greater trust in ChatGPT as a tool for learning communication skills and professionalism (2.33 vs. 3.5, p = 0.001), after engaging in pre-designed BBN scenario with ChatGPT. These findings highlight AI's potential to enhance communication training, offering an innovative approach to developing essential skills in future physicians.
???/???????????	?????/?????	40851945	10.1097/MS9.0000000000003234	2025	2025 Jul	A bibliometric analysis of large language model-based AI chatbots in surgery.	Annals of medicine and surgery (2012)	Wang Z; Zhou H; Song T	Q2_llm_education_patient_simulation	"Large language model-based artificial intelligence (AI) chatbots are gaining traction in surgery, yet their specific applications remain understudied. This bibliometric analysis assesses research trends and potential applications of large language model-based AI chatbots in surgery. We conducted a search in the Web of Science Core Collection database and analyzed the data using VOSviewer, CiteSpace, and the R package bibliometrix. Out of an initial 1372 papers, 260 met the inclusion criteria. Research output has significantly increased from 2023 to 2024. The United States led in publications, accounting for 52.1% of the total. Harvard Medical School emerged as the leading institution with 13 relevant publications, representing 5% of the overall output. The field comprises 1418 authors, with Seth Ishith, Lechien Jerome, Cho Samuel, and Zaidat Bashar being the most prolific, while Gupta Rohun is the most frequently co-cited author. The analysis of the top 20 keywords reveals that ""artificial intelligence"" and ""ChatGPT"" are the most common. Key application areas identified include otolaryngology - head and neck surgery, plastic surgery, neurosurgery, and bariatric surgery, with an emphasis on patient and medical education. AI chatbots in surgery show great potential for advancing patient and medical education. However, the development of sophisticated chatbots capable of facilitating accurate healthcare interactions and delivering personalized care remains a challenge. This analysis provides a comprehensive overview of the current research landscape and highlights areas for future investigation."
?????????/????????????????	?????/?????	40347684	10.1016/j.surg.2025.109393	2025	2025 Jul	A literature review on the role of artificial intelligence-based chatbots in patient education in colorectal surgery.	Surgery	Garcia Garcia L; Emile SH; Linkeshwaran L; Wignakumar A; Wexner SD	Q2_llm_education_patient_simulation	Artificial intelligence-based chatbots are becoming increasingly used in patient education, in the realm of colorectal diseases. Perhaps, not surprisingly, concerns about the appropriateness of chatbot answers have been raised by healthcare professionals. Numerous studies have explored the utility and accuracy of chatbots in providing information in several clinical disciplines. This review aimed to summarize the findings of published studies, highlighting the strengths and limitations of chatbots used in medical education for colorectal surgery. We searched MEDLINE via PubMed and Scopus in February 2025 for original articles evaluating artificial intelligence-based chatbots in patient education related to colorectal surgery, categorizing them into 3 groups: colorectal cancer, inflammatory bowel diseases, and other colorectal conditions. We identified 15 studies, 9 assessed chatbot utility in patient education in colorectal cancer, 4 assessed their utility in inflammatory bowel diseases, 1 involved benign anal conditions, and another involved intestinal stomas. Our findings indicated that chatbots, particularly ChatGPT, can improve patient education by providing accessible information on common questions. However, we also identified several limitations of the ability of chatbots to address complex medical issues which underscored that these tools may complement rather than replace professional medical guidance. Chatbots may be useful for patient education related to simple and basic information, but not in complex and patient-specific settings. Future research should focus on refining chatbot algorithms to enhance the accuracy and depth of their responses, ensuring they effectively support patient education while maintaining the crucial role of healthcare providers.
?????????/????????????????	??????AI	40487903	10.22037/aaemj.v13i1.2690	2025	2025	Effectiveness of ChatGPT for Clinical Scenario Generation: A Qualitative Study.	Archives of academic emergency medicine	Ghaffari F; Langarizadeh M; Nabovati E; Sabery M	Q2_llm_education_patient_simulation	A growing area is the use of ChatGPT in simulation-based learning, a widely recognized methodology in medical education. This study aimed to evaluate ChatGPT's ability to generate realistic simulation scenarios to assist faculty as a significant challenge in medical education. This study employs a qualitative research design and thematic analysis to interpret expert opinions. The study was conducted in two phases. Scenario generation via ChatGPT and expert review for validation. We used ChatGPT (GPT-4) to create clinical scenarios on cardiovascular topics, including cardiogenic shock, postoperative cardiac tamponade after heart surgery, and heart failure. A panel of five experts, four nurses with expertise in emergency medicine and critical care and an anesthesia specialist, evaluated the scenarios. The experts' feedback, strengths and weaknesses, and proposed revisions from the expert discussions were analyzed via thematic analysis. Key themes and proposed revisions were identified, recorded, and compiled by the research team. The clinical scenarios were produced by ChatGPT in less than 5 seconds per case. The thematic analysis identified six recurring themes in the experts' discussions: clinical accuracy, the clarity of learning objectives, the logical flow of patient cases, realism and feasibility, alignment with nursing competencies, and level of difficulty. All the experts agreed that the scenarios were realistic and followed clinical guidelines. However, they also identified several errors and areas that needed improvement. The experts identified and documented specific errors, incorrect recommendations, missing information, and inconsistencies with standard nursing practices. It seems that, ChatGPT can be a valuable tool for developing clinical scenarios, but expert review and refinement are necessary to ensure the accuracy and alignment of the generated scenarios with clinical and educational standards.
?????????/????????????????	??????AI	40315616	10.1016/j.nepr.2025.104383	2025	2025 May	ChatGPT-driven interactive virtual reality communication simulation in obstetric nursing: A mixed-methods study.	Nurse education in practice	Chen PJ; Liou WK	Q2_llm_education_patient_simulation	(1) Describe the development process for the ChatGPT-based Virtual Reality Obstetric Nursing Communication Simulation System (ChatVR-ONCS), (2) explore its effects on communication competence in nursing students and (3) determine the perceived usability of ChatVR-ONCS and learning experiences in nursing students. Communication is crucial in obstetric nursing, yet traditional teaching methods often fail to enhance students' relevant skills due to their lack of realism. Therefore, developing a training tool that offers high usability, immersive experiences and real-time interactivity is vital. Mixed research methods were applied involving pre- and post-tests within a single group of 52 nursing students at a Taiwanese science and technology university as well as a focus group. The Visual Analog Scale for Communication Self-Confidence, Maternal and Newborn Care Communication Assessment Form and System Usability Scale were administered before the intervention (T0), immediately after the intervention (T1) and 3 months after the intervention (T2). A focus group was conducted after T2 to explore their learning experience and obtain feedback on the proposed system. The participants' communication self-confidence, communication skills and ratings on system usability significantly improved after the ChatVR-ONCS intervention, with the effects lasting for 3 months. The qualitative analysis demonstrated a high level of user satisfaction and the positive effects of the system in promoting communication skill development. By integrating artificial intelligence and virtual reality technologies, ChatVR-ONCS not only significantly enhances the effectiveness of nurse-patient communication training but also provides empirical support for digital development in nursing education.
?????????/????????????????	??????AI	40013991	10.2196/66478	2025	2025 Feb 27	Novel Evaluation Metric and Quantified Performance of ChatGPT-4 Patient Management Simulations for Early Clinical Education: Experimental Study.	JMIR formative research	Scherr R; Spina A; Dao A; Andalib S; Halaseh FF; Blair S; Wiechmann W; Rivera R	Q2_llm_education_patient_simulation	Case studies have shown ChatGPT can run clinical simulations at the medical student level. However, no data have assessed ChatGPT's reliability in meeting desired simulation criteria such as medical accuracy, simulation formatting, and robust feedback mechanisms. This study aims to quantify ChatGPT's ability to consistently follow formatting instructions and create simulations for preclinical medical student learners according to principles of medical simulation and multimedia educational technology. Using ChatGPT-4 and a prevalidated starting prompt, the authors ran 360 separate simulations of an acute asthma exacerbation. A total of 180 simulations were given correct answers and 180 simulations were given incorrect answers. ChatGPT was evaluated for its ability to adhere to basic simulation parameters (stepwise progression, free response, interactivity), advanced simulation parameters (autonomous conclusion, delayed feedback, comprehensive feedback), and medical accuracy (vignette, treatment updates, feedback). Significance was determined with χ² analyses using 95% CIs for odds ratios. In total, 100% (n=360) of simulations met basic simulation parameters and were medically accurate. For advanced parameters, 55% (200/360) of all simulations delayed feedback, while the Correct arm (157/180, 87%) delayed feedback was significantly more than the Incorrect arm (43/180, 24%; P<.001). A total of 79% (285/360) of simulations concluded autonomously, and there was no difference between the Correct and Incorrect arms in autonomous conclusion (146/180, 81% and 139/180, 77%; P=.36). Overall, 78% (282/360) of simulations gave comprehensive feedback, and there was no difference between the Correct and Incorrect arms in comprehensive feedback (137/180, 76% and 145/180, 81%; P=.31). ChatGPT-4 was not significantly more likely to conclude simulations autonomously (P=.34) and provide comprehensive feedback (P=.27) when feedback was delayed compared to when feedback was not delayed. These simulations have the potential to be a reliable educational tool for simple simulations and can be evaluated by a novel 9-part metric. Per this metric, ChatGPT simulations performed perfectly on medical accuracy and basic simulation parameters. It performed well on comprehensive feedback and autonomous conclusion. Delayed feedback depended on the accuracy of user inputs. A simulation meeting one advanced parameter was not more likely to meet all advanced parameters. Further work must be done to ensure consistent performance across a broader range of simulation scenarios.
???/???????????	?????/?????	40161163	10.7759/cureus.79688	2025	2025 Feb	Evaluating the Efficacy of Artificial Intelligence-Driven Chatbots in Addressing Queries on Vernal Conjunctivitis.	Cureus	Saad M; Moqeet MA; Mansoor H; Khan S; Sharif R; Khan FU; Naqvi AH; Ali W	Q2_llm_education_patient_simulation	Background Vernal keratoconjunctivitis (VKC) is a recurrent allergic eye disease that requires accurate patient education to ensure proper management. AI-driven chatbots, such as Google Gemini Advanced (Mountain View, California, US), are increasingly being explored as potential tools for providing medical information. This study evaluates the accuracy, reliability, and clinical applicability of Google Gemini Advanced in addressing VKC-related queries. Objective To assess the performance of Google Gemini Advanced in delivering medically accurate and relevant information about VKC and to evaluate its reliability based on expert ratings. Methods A total of 125 responses generated by Google Gemini Advanced for 25 VKC-related questions were assessed by two independent cornea specialists. Responses were rated on accuracy, completeness, and potential harm using a 5-point Likert scale (1-5). Inter-rater reliability was measured using Cronbach's alpha. Responses were categorized into highly accurate (score of 5), minor inconsistencies (score of 4), and inaccurate (scores 1-3). Results Google Gemini Advanced demonstrated high inter-rater reliability (Cronbach's alpha = 0.92, 95% CI: 0.87-0.94). Of the 125 responses, 108 (86.4%) were rated highly accurate (score of 5) while 17 (13.6%) had minor inconsistencies (score of 4) but posed no potential for harm. No responses were classified as inaccurate or potentially harmful. The combined mean score was 4.88 ± 0.31, reflecting strong agreement between raters. The chatbot consistently provided reliable information across diagnostic, treatment, and prognosis-related queries, with minor gaps in complex grading and treatment-related discussions. Discussion The findings support the use of AI-driven chatbots like Google Gemini Advanced as potential tools for patient education in ophthalmology. The chatbot exhibited strong accuracy and consistency, particularly in addressing general VKC-related queries. However, areas for improvement remain, especially in providing detailed guidance on treatment protocols and ensuring completeness in responses to complex clinical questions. Conclusion Google Gemini Advanced demonstrates high reliability and accuracy in delivering medical information about VKC, making it a valuable tool for patient education. While its responses are consistent and generally accurate, expert oversight remains necessary to refine AI-generated content for clinical applications. Further research is needed to enhance AI-driven chatbots' ability to provide nuanced medical advice and integrate them safely into ophthalmic patient education and clinical decision-making.
